OriginalTweet,Sentiment,processed tweet,AMR
Shoppers fear price gouging as major supermarkets now allowed to work together https://t.co/keishst42G @ABCNews @woolworths @Coles #COVID?19 #Coronaaustralia #coronavirus #shopping,Negative, #pricesShoppers are concerned about price gouging as major supermarkets are now allowed to work together.,"(f / fear-01
      :ARG0 (p / person
            :ARG0-of (s / shop-01))
      :ARG1 (g / gouge-02
            :ARG1 (t / thing
                  :ARG2-of (p2 / price-01)))
      :ARG1-of (c / cause-01
            :ARG0 (a / allow-01
                  :ARG1 (w / work-01
                        :ARG0 (s2 / supermarket
                              :ARG1-of (m / major-02))
                        :manner (t2 / together))
                  :time (n / now)))
      :ARG1-of (d / describe-01
            :ARG0 (p3 / publication-91
                  :ARG4 (a2 / and
                        :op1 (b / broadcast-program
                              :name (n2 / name
                                    :op1 ""ABCNews""))
                        :op2 (c2 / company
                              :name (n3 / name
                                    :op1 ""Woolworths""))
                        :op3 (c3 / company
                              :name (n4 / name
                                    :op1 ""Coles""))
                        :op4 (c4 / company
                              :name (n5 / name
                                    :op1 ""Coronaaustralia""))
                        :op5 (c5 / company
                              :name (n6 / name
                                    :op1 ""Coronavirus""))
                        :op6 s))))"
"An interesting development in @ebay sales.

New listings on hand sanitiser  and face mask products are being restricted dur to concerns of inflated prices.

See their message:

#ecommerce #ebayseller #COVID2019 https://t.co/F03s9BPQDR",Positive,eBay is restricting new listings for hand sanitizer and face mask products due to concerns of inflated prices.,"(m / multi-sentence
      :snt1 (d / develop-01
            :ARG1 (s / sell-01
                  :ARG2 (c / company
                        :name (n / name
                              :op1 ""eBay"")))
            :ARG2 (c2 / concern-01
                  :ARG0 (p / price-01
                        :ARG1-of (ii / inflate-01)))
            :ARG0-of (c3 / cause-01
                  :ARG1 (r / restrict-01
                        :ARG1 (l / listing
                              :topic (a / and
                                    :op1 (s2 / sanitiser
                                          :ARG1-of (o / on-hand-15))
                                    :op2 (p2 / product
                                          :purpose (m2 / mask
                                                :mod (f / face)))))))
            :ARG2-of (ii2 / interest-01))
      :snt2 (s3 / see-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (m3 / message-01
                  :ARG0 (t / they))
            :medium (u / url-entity
                  :value ""https://t.co/F03s9BPQDR"")))"
"Covid-19: Kirana stores would see a resurgence, says Godrej Consumer CEO https://t.co/aWXZiC0o4K",Neutral,Covid-19: Godrej Consumer CEO says Kirana stores would see a resurgence.,"(s / say-01
      :ARG0 (p / publication
            :name (n / name
                  :op1 ""Covid-19""))
      :ARG1 (s2 / see-01
            :ARG0 (s3 / store
                  :location (c / city
                        :name (n2 / name
                              :op1 ""Kirana"")))
            :ARG1 (r / resurge-01))
      :ARG1-of (s4 / say-01
            :ARG0 (p2 / person
                  :ARG0-of (h / have-org-role-91
                        :ARG1 (c2 / company
                              :name (n3 / name
                                    :op1 ""Godrej""))
                        :ARG2 (o / officer
                              :mod (c3 / chief)
                              :mod (e / executive)
                              :topic (c4 / consume-01)))))
      :ARG1-of (h2 / hyperlink-91
            :ARG3 (u / url-entity
                  :value ""https://t.co/aWXZiC0o4K"")))"
Bright spots in dark times: local businesses like this one are pivoting to respond to their consumerÂs needs during a time of crisis - https://t.co/LWbo4eWHzD #pivot #coronavirus,Positive,  businesses like this one are pivoting to respond to their consumers' needs during a time of crisis.,"(s / spot
      :ARG1-of (b / bright-02)
      :time (t / time
            :ARG1-of (d / dark-03))
      :ARG1-of (m / mean-01
            :ARG2 (p / pivot-01
                  :ARG1 (b2 / business
                        :ARG1-of (l / local-02)
                        :ARG1-of (r / resemble-01
                              :ARG2 (o / one
                                    :mod (t2 / this))))
                  :purpose (r2 / respond-01
                        :ARG0 b2
                        :ARG1 (n / need-01
                              :ARG0 (p2 / person
                                    :ARG0-of (c / consume-01
                                          :ARG1 b2))))
                  :time (c2 / crisis)))
      :ARG1-of (h / hyperlink-91
            :ARG3 (u / url-entity
                  :value ""https://t.co/LWbo4eWHzD #pivot-01_1 #coronavirus"")))"
"Some key lessons we have learnt in the midst of #Covid_19. 

1. We need a resilient social state.
2. Health workers are the backbone of the society.
3. Science matters!
4. The employee in the supermarket  has done more for me than any billionaire.

#SaturdayThoughts
#TaxTheRich",Neutral,Some key lessons we have learned in the midst of #Covid_19:1. We need a resilient social state.2. Health workers are the backbone of the society.3. Science matters!4. The employee in the,"(m / multi-sentence
      :snt1 (l / learn-01
            :ARG0 (w / we)
            :ARG1 (l2 / lesson
                  :ARG1-of (k / key-02)
                  :mod (s / some))
            :time (m2 / midst
                  :op1 (p / publication
                        :name (n / name
                              :op1 ""Covid_19""))))
      :snt2 (n2 / need-01
            :ARG0 (w2 / we)
            :ARG1 (s2 / state
                  :ARG1-of (r / resilience-01)
                  :mod (s3 / society)))
      :snt3 (b / backbone
            :poss (s4 / society)
            :domain (p2 / person
                  :ARG0-of (w3 / work-01
                        :ARG1 (h / health))))
      :snt4 (m3 / matter-01
            :ARG1 (s5 / science))
      :snt5 (p3 / posture-01
            :ARG0 (ii / i)
            :ARG1 (p4 / posture-01
                  :ARG0 ii)
            :ARG1-of (r2 / request-confirmation-91))
      :snt6 (p5 / posture-01
            :ARG0 ii
            :ARG1 (p6 / posture-01
                  :ARG0 ii)
            :ARG1-of r2)
      :snt7 (p7 / posture-01
            :ARG0 ii
            :ARG1 (p8 / posture-01
                  :ARG0 ii))
      :snt8 (d / do-02
            :ARG0 (p9 / person
                  :ARG1-of (e / employ-01
                        :ARG0 (s6 / supermarket)))
            :ARG1 (m4 / more)
            :ARG2 ii
            :ARG4 (b2 / billionaire
                  :mod (a / any))))"
"Around the world, consumers are responding to #COVID19 by social distancing, working remotely, &amp; staying home. Following up on our U.S. survey, @CottonInc posed a series of questions to 500 consumers in China. https://t.co/mMkvYUgsc1 https://t.co/qGlww65jDF",Neutral,"Around the world, consumers are responding to #COVID19 by social distancing, working remotely, and staying home.","(m / multi-sentence
      :snt1 (r / respond-01
            :ARG0 (p / person
                  :ARG0-of (c / consume-01))
            :ARG1 (p2 / publication
                  :name (n / name
                        :op1 ""COVID19""))
            :ARG2 (a / and
                  :op1 (d / distance-01
                        :ARG1 p
                        :ARG2 (s / society))
                  :op2 (w / work-01
                        :ARG0 p
                        :manner (r2 / remote))
                  :op3 (c2 / camp-02
                        :ARG0 p)
                  :op4 (s2 / stay-01
                        :ARG1 p
                        :location (h / home)))
            :location (a2 / around
                  :op1 (w2 / world)))
      :snt2 (p3 / pose-01
            :ARG0 (c3 / company
                  :name (n2 / name
                        :op1 ""CottonInc""))
            :ARG1 (s3 / series
                  :consist-of (q / question-01))
            :ARG2 (p4 / person
                  :quant 500
                  :ARG0-of (c4 / consume-01)
                  :location (c5 / country
                        :name (n3 / name
                              :op1 ""China"")))
            :ARG1-of (f / follow-up-03
                  :ARG2 (s4 / survey-01
                        :ARG0 c3
                        :location (c6 / country
                              :name (n4 / name
                                    :op1 ""U.S."")))))
      :snt3 (u / url-entity
            :value ""https://t.co/mMkvYUgsc1"")
      :snt4 (u2 / url-entity
            :value ""https://t.co/qGlww65jDF""))"
Hand sanitizer face masks and toilet paper are all in high demand due to Unfortunately racism is one thing there s too much of especially considering how some folks talk about the pandemic We re looking at you Trump,Negative,"Hand sanitizer, face masks, and toilet paper are all in high demand due to the pandemic.","(m / multi-sentence
      :snt1 (d / demand-01
            :ARG1 (a / and
                  :op1 (m2 / mask
                        :ARG0-of (s / sanitize-01
                              :instrument (h / hand))
                        :mod (f / face))
                  :op2 (p / paper
                        :purpose (t / toilet))
                  :mod (a2 / all))
            :ARG1-of (h2 / high-02)
            :ARG1-of (c / cause-01
                  :ARG0 (r / racism
                        :quant 1
                        :ARG1-of (h3 / have-quant-91
                              :ARG2 (m3 / much)
                              :ARG3 (t2 / too))
                        :ARG2-of (f2 / fortunate-01
                              :polarity -)
                        :ARG1-of (c2 / consider-02
                              :manner (t3 / talk-01
                                    :ARG0 (f3 / folk
                                          :quant (s2 / some))
                                    :ARG1 (p2 / pandemic))
                              :mod (e / especially)))))
      :snt2 (s3 / say-01
            :ARG0 (ii / i)
            :ARG1 (l / look-01
                  :ARG0 (w / we)
                  :ARG1 (p3 / person
                        :name (n / name
                              :op1 ""Trump"")))
            :ARG2 p3))"
"Price gouging will not be tolerated in Nassau County. 

If you see products being sold at prices way over their usual sticker price, please report potential price gouging to the Consumer Affairs Department at pricegouging@nassaucountyny.gov

@NassauExecutive",Positive,": Price gouging will not be tolerated. If you see it happening, please report it to the Consumer Affairs Department.","(m / multi-sentence
      :snt1 (t / tolerate-01
            :polarity -
            :ARG1 (g / gouge-02
                  :ARG2 (p / price-01))
            :location (c / county
                  :name (n / name
                        :op1 ""Nassau""
                        :op2 ""County"")))
      :snt2 (h / have-condition-91
            :ARG1 (r / report-01
                  :mode imperative
                  :polite +
                  :ARG0 (y / you)
                  :ARG1 (g2 / gouge-02
                        :ARG2 (p2 / price-01)
                        :ARG1-of (p3 / possible-01))
                  :ARG2 (g3 / government-organization
                        :name (n2 / name
                              :op1 ""Consumer""
                              :op2 ""Affairs""
                              :op3 ""Department"")))
            :ARG2 (s / see-01
                  :ARG0 y
                  :ARG1 (s2 / sell-01
                        :ARG1 (p4 / product)
                        :ARG3 (p5 / price-01
                              :ARG1 p4
                              :ARG2 (o / over
                                    :op1 (t2 / thing
                                          :ARG2-of (p6 / price-01)
                                          :mod (u / usual)
                                          :mod (s3 / sticker))
                                    :degree (w / way)))))))"
"Had surgery yesterday, and get to stand in line now just to get in the grocery store because of all the panic buying... People sure are swell.

#ralphs #coronavirus #panicbuying https://t.co/PgSfJ95zkL",Negative,I had surgery yesterday and now I have to stand in line just to get into the grocery store because of all the panic buying. People sure are swell.,"(m / multi-sentence
      :snt1 (a / and
            :op1 (s / surgery-01
                  :time (y / yesterday))
            :op2 (g / get-22
                  :ARG0 (ii / i)
                  :ARG1 (s2 / stand-01
                        :ARG1 ii
                        :ARG2 (ii2 / in-line)
                        :time (n / now)
                        :purpose (g2 / get-05
                              :ARG1 ii
                              :ARG2 (s3 / store
                                    :mod (g3 / grocery))
                              :mod (j / just))
                        :ARG1-of (c / cause-01
                              :ARG0 (b / buy-01
                                    :manner (p / panic-01)
                                    :mod (a2 / all))))))
      :snt2 (s4 / swell-01
            :ARG1 (p2 / person)
            :ARG1-of (s5 / sure-02))
      :snt3 (h / hyperlink-91
            :ARG3 (u / url-entity
                  :value ""https://t.co/PgSfJ95zkL"")))"
"@PMOIndia @narendramodi also asks people to not panic and stock food. Says shop for essential commodities as usual as these will not run in shortage 

#COVID2019",Positive,The Prime Minister also asks people not to panic and to stock food. He says to shop for essential commodities as usual as these will not run in shortage.,"(m / multi-sentence
      :snt1 (a / ask-02
            :ARG0 (p / person
                  :name (n / name
                        :op1 ""PMOIndia""))
            :ARG1 (a2 / and
                  :op1 (p2 / panic-01
                        :polarity -
                        :ARG1 (p3 / person))
                  :op2 (s / stock-01
                        :ARG1 p3
                        :ARG2 (f / food)))
            :ARG2 p3
            :mod (a3 / also))
      :snt2 (s2 / say-01
            :ARG0 (p4 / person
                  :name (n2 / name
                        :op1 ""Narendramodi""))
            :ARG1 (s3 / shop-01
                  :ARG0 (y / you)
                  :ARG1 (c / commodity
                        :mod (e / essential))
                  :mod (a4 / as-usual)
                  :ARG1-of (c2 / cause-01
                        :ARG0 (r / run-01
                              :polarity -
                              :ARG1 c
                              :condition (s4 / short-06
                                    :ARG2 c)))))
      :snt3 (h / hyperlink-91
            :ARG3 (u / url-entity
                  :value ""https://cVID2019"")))"
"someone needs to build a internet extension that allows to you online shop for your householdÂs basics / food while purchasing duplicates of those items for less fortunate households based on their shopping lists. 

#startups #coronavirus #MutualAid",Positive,Someone needs to build an extension for online shopping that allows you to purchase duplicates of items for less fortunate households based on their shopping lists.,"(m / multi-sentence
      :snt1 (n / need-01
            :ARG0 (s / someone)
            :ARG1 (b / build-01
                  :ARG0 s
                  :ARG1 (e / extend-01
                        :ARG1 (ii / internet)
                        :ARG0-of (a / allow-01
                              :ARG1 (s2 / shop-01
                                    :ARG0 (y / you)
                                    :ARG1 (s3 / slash
                                          :op1 (f / food)
                                          :op2 (b2 / basic)
                                          :poss (h / household
                                                :poss y))
                                    :manner (o / online)
                                    :time (p / purchase-01
                                          :ARG0 y
                                          :ARG1 (d / duplicate-01
                                                :ARG1 s3)
                                          :ARG4 (h2 / household
                                                :ARG1-of (f2 / fortunate-01
                                                      :polarity -
                                                      :ARG2-of (h3 / have-degree-91
                                                            :ARG1 h2
                                                            :ARG3 (l / less))))
                                          :ARG1-of (b3 / base-02
                                                :ARG2 (l2 / list-01
                                                      :ARG0 h2
                                                      :ARG1 (s4 / shop-01)))))))))
      :snt2 (h4 / hyperlink-91
            :ARG3 (u / url-entity
                  :value ""https://www.christianforums.com/startups/coronavirus#MutualAid"")))"
"The fact the there is demand shock on food but no increase in starvation, in this country, speaks to how excessive our lives were before Covid-19.",Negative,The fact that there is a demand shock on food but no increase in starvation in this country speaks to how excessive our lives were before Covid-19.,"(s / speak-01
      :ARG0 (c / contrast-01
            :ARG1 (s2 / shock-01
                  :ARG0 (d / demand-01
                        :ARG1 (f / food)))
            :ARG2 (ii / increase-01
                  :polarity -
                  :ARG1 (s3 / starve-01))
            :location (c2 / country
                  :mod (t / this)))
      :ARG1 (e / excessive-02
            :ARG1 (l / life
                  :poss (w / we))
            :time (b / before
                  :op1 (e2 / event
                        :name (n / name
                              :op1 ""Covid-19"")))
            :degree (s4 / so)))"
":: 5 WAYS a business can cope with #SocialDistancing ::
Has social distancing changed how you buy? Yep. It should also be changing your marketing strategy. Here's 5x ways you can adjust to consumer buying habits right now: https://t.co/wqU7Y6mq0F

#marketingstrategy #covid19 https://t.co/tQhJiN8FRt",Positive,,"(m / multi-sentence
      :snt1 (w / way
            :quant 5
            :manner-of (c / cope-01
                  :ARG0 (b / business)
                  :ARG1 (d / distance-01
                        :ARG2 (s / social-03))
                  :ARG1-of (p / possible-01)))
      :snt2 (r / recommend-01
            :ARG1 (c2 / change-01
                  :ARG0 (ii / it)
                  :ARG1 (s2 / strategy
                        :topic (m2 / market-01)
                        :poss (y / you))
                  :mod (a / also))
            :polarity (a2 / amr-unknown))
      :snt3 (w2 / way
            :quant 5
            :manner-of (p2 / possible-01
                  :ARG1 (a3 / adjust-01
                        :ARG0 (y2 / you)
                        :ARG2 (h / habit
                              :mod (b2 / buy-01
                                    :ARG0 (p3 / person
                                          :ARG0-of (c3 / consume-01))))
                        :time (n / now
                              :mod (r2 / right))))
            :medium (u / url-entity
                  :value ""https://tQhJiN8FRt"")))"
"Digital Human ??? COVID-19
Â Work from home 
Â Conference call meeting
Â Tele-ordering for take home or delivery 
Â Online shopping ???...
Â Live ???????? ? 
#???????????????????????????????????????????????????????

?? ? ?? ? ?? ? ? ?? ? ? ??
#??????????????????????????",Neutral,Digital Human COVID-19Work from homeConference call meetingTele-ordering for take home or deliveryOnline shoppingLive,"(m / multi-sentence
      :snt1 (h / human
            :mod (d / digital))
      :snt2 (w / work-01
            :location (h2 / home)
            :ARG1-of (r / redefine-01
                  :ARG0 (c / company
                        :name (n / name
                              :op1 ""CVID-19""))))
      :snt3 (m2 / meet-03
            :mod (c2 / conference)
            :ARG1-of (c3 / call-02)
            :ARG1-of (r2 / redefine-01
                  :ARG0 c))
      :snt4 (o / order-02
            :ARG1 (o2 / or
                  :op1 (t / take-01
                        :ARG3 (h3 / home))
                  :op2 (d2 / deliver-01
                        :ARG3 h3))
            :ARG1-of (r3 / redefine-01
                  :ARG0 c))
      :snt5 (s / shop-01
            :location (o3 / online)
            :ARG1-of (r4 / redefine-01
                  :ARG0 c))
      :snt6 (b / broadcast-program
            :name (n2 / name
                  :op1 ""Live"")
            :ARG1-of (r5 / redefine-01
                  :ARG0 c))
      :snt7 (r6 / request-confirmation-91))"
"Limited Stock!!!
BAC Stop 3A Instant #HandSanitizer in Stock. Get Hand Sanitizer to prevent spread of #CoronaVirus

Buy Now- https://t.co/7Tg9lP6peZ

#CannonWater https://t.co/K98ZUfXBEc",Positive,We have a limited stock of BAC Stop 3A Instant Hand Sanitizer. Get it now to prevent the spread of the CoronaVirus.,"(m / multi-sentence
      :snt1 (h / halt-01
            :mode imperative
            :ARG0 (y / you)
            :ARG1 (s / stock-01
                  :ARG1-of (l / limit-01)))
      :snt2 (g / get-01
            :mode imperative
            :ARG0 (y2 / you)
            :ARG1 (p / product
                  :name (n / name
                        :op1 ""Hand""
                        :op2 ""Sanitizer"")
                  :mod (ii / instant)
                  :mod (p2 / product
                        :name (n2 / name
                              :op1 ""A""
                              :op2 ""Hand""
                              :op3 ""Sanitizer"")))
            :purpose (p3 / prevent-01
                  :ARG0 y2
                  :ARG1 (s2 / spread-02
                        :ARG1 (v / virus
                              :name (n3 / name
                                    :op1 ""CoronaVirus"")))))
      :snt3 (b / buy-01
            :mode imperative
            :ARG0 (y3 / you)
            :time (n4 / now)
            :medium (u / url-entity
                  :value ""https://t.co/K98ZUfXBEc""))
      :snt4 (d / disrespect-01
            :ARG0 (y4 / you)
            :ARG1 (w / water
                  :name (n5 / name
                        :op1 ""CannonWater""))
            :ARG1-of (r / request-confirmation-91)))"
2 weeks food amp water Refill prescription medications Over the counter meds Sign up for alerts from local gov t Toiletries hand sanitizer first aid kit Pet food amp what you need to stay home for a few weeks or longer See,Positive," list for moreYou should have two weeks of food and water, refill your prescription medications, get over the counter meds, sign up for alerts from the local government, have toiletries and a first aid kit, and pet food.","(m / multi-sentence
      :snt1 (a / and
            :op1 (f / food)
            :op2 (w / water)
            :duration (t / temporal-quantity
                  :quant 2
                  :unit (w2 / week)))
      :snt2 (r / refill-01
            :ARG1 (m2 / medication
                  :ARG1-of (p / prescribe-02)
                  :mod (o / over-the-counter)))
      :snt3 (s / sign-up-03
            :ARG1 (y / you)
            :ARG3 (a2 / alert-01
                  :ARG0 (g / government-organization
                        :ARG0-of (g2 / govern-01)
                        :ARG1-of (l / local-02))
                  :ARG1 y
                  :ARG2 a
                  :op1 (t2 / toiletry)
                  :op2 (k / kit
                        :ARG0-of (s2 / sanitize-01
                              :ARG1 (h / hand))
                        :mod (f2 / first-aid))
                  :op3 (f3 / food
                        :mod (p2 / pet))
                  :op4 (t3 / thing
                        :ARG1-of (n / need-01
                              :ARG0 y
                              :purpose (s3 / stay-01
                                    :ARG1 y
                                    :location (h2 / home)
                                    :duration (o2 / or
                                          :op1 (f4 / few
                                                :op1 (t4 / temporal-quantity
                                                      :quant 1
                                                      :unit (w3 / week)))
                                          :op2 (l2 / long-03
                                                :ARG1 f4
                                                :ARG2-of (h3 / have-degree-91
                                                      :ARG1 f4
                                                      :ARG3 (m3 / more))))))))))"
Zakatify charities respond to ICF plans to continue to serve vulnerable Iraqi children in their homes with food sanitizer and other critical supplies until classes can resume,Neutral,Zakatify charities will continue to respond to ICF plans to serve vulnerable Iraqi children in their homes with food sanitizer and other critical supplies until classes can resume.,"(r / respond-01
      :ARG0 (c / charity
            :name (n / name
                  :op1 ""Zakatify""))
      :ARG1 (p / plan-01
            :ARG0 (o / organization
                  :name (n2 / name
                        :op1 ""ICF""))
            :ARG1 (c2 / continue-01
                  :ARG0 o
                  :ARG1 (s / serve-01
                        :ARG0 o
                        :ARG1 (a / and
                              :op1 (s2 / sanitize-01
                                    :ARG0 o
                                    :ARG1 (f / food))
                              :op2 (s3 / supply
                                    :ARG1-of (c3 / critical-02)
                                    :mod (o2 / other)))
                        :ARG2 (c4 / child
                              :mod (c5 / country
                                    :name (n3 / name
                                          :op1 ""Iraq""))
                              :ARG1-of (v / vulnerable-01))
                        :location (h / home
                              :poss c4))
                  :time (u / until
                        :op1 (p2 / possible-01
                              :ARG1 (r2 / resume-01
                                    :ARG1 (c6 / class)))))))"
"Mum actually mounted a dispenser and soap. You wash your hand before you enter her supermarket. 

No chance for Covid-19",Positive, here! You have to wash your hands with soap from a dispenser that my mum actually mounted before you can enter her supermarket.,"(m / multi-sentence
      :snt1 (m2 / mount-03
            :ARG0 (p / person
                  :ARG0-of (h / have-rel-role-91
                        :ARG1 (y / you)
                        :ARG2 (m3 / mum)))
            :ARG1 (a / and
                  :op1 (t / thing
                        :ARG0-of (d / dispense-01))
                  :op2 (s / soap))
            :ARG1-of (a2 / actual-02))
      :snt2 (w / wash-01
            :ARG0 (y2 / you
                  :part (h2 / hand))
            :ARG1 h2
            :time (b / before
                  :op1 (e / enter-01
                        :ARG0 y2
                        :ARG1 (s2 / supermarket
                              :poss p))))
      :snt3 (t2 / try-01
            :polarity -
            :ARG1 (c / company
                  :name (n / name
                        :op1 ""Covid-19""))))"
ÂWhy are cashiers not given gloves?Â https://t.co/gROSIrrFyA,Neutral,Why aren't cashiers given gloves?,"(g / give-01
      :polarity -
      :ARG1 (g2 / glove)
      :ARG2 (p / person
            :ARG0-of (h / have-org-role-91
                  :ARG2 (c / cashier)))
      :ARG1-of (c2 / cause-01
            :ARG0 (a / amr-unknown))
      :ARG1-of (h2 / hyperlink-91
            :ARG3 (u / url-entity
                  :value ""https://t.co/gROSIrrFyA"")))"
"#DTC brands have been looking toward brick and mortar #stores as a way to facilitate growth, but because of #coronavirus, thatÂs changing - https://t.co/5vufzrkiJg",Positive,"DTC brands have been looking to brick and mortar stores as a way to facilitate growth, but because of coronavirus, that is changing.","(c / contrast-01
      :ARG1 (l / look-01
            :ARG0 (b / brand
                  :name (n / name
                        :op1 ""DTC""))
            :ARG1 (a / and
                  :op1 (s / store
                        :mod (b2 / brick))
                  :op2 (s2 / store
                        :mod (m / mortar)))
            :ARG2 (f / facilitate-01
                  :ARG0 b
                  :ARG1 (g / grow-01)))
      :ARG2 (c2 / change-01
            :ARG0 (v / virus
                  :mod (c3 / coronavirus))
            :ARG1 l)
      :ARG1-of (d / describe-01
            :ARG0 (u / url-entity
                  :value ""https://t.co/5vufzrkiJg"")))"
TV is definitely seeing a resurgence during this time and it just shows that how you act during these times towards staff etc can greatly impact moving forward. https://t.co/AjrB4lFgOM,Positive,"TV is definitely seeing a resurgence during this time, which just shows that how you act during these times towards staff etc can greatly impact moving forward.","(m / multi-sentence
      :snt1 (a / and
            :op1 (s / see-01
                  :ARG0 (t / television)
                  :ARG1 (r / resurge-01)
                  :mod (d / definite)
                  :time (t2 / this))
            :op2 (s2 / show-01
                  :ARG0 s
                  :ARG1 (p / possible-01
                        :ARG1 (ii / impact-01
                              :ARG0 (t3 / thing
                                    :ARG2-of (a2 / act-01
                                          :ARG0 (y / you)
                                          :time (t4 / this)
                                          :beneficiary (s3 / staff)
                                          :beneficiary (e / et-cetera)))
                              :ARG1 (m2 / move-01
                                    :direction (f / forward))
                              :degree (g / great)))
                  :mod (j / just)))
      :snt2 (u / url-entity
            :value ""https://t.co/AjrB4lFgOM""))"
Spot on Consumer Consumers also face liquidity problems and should not see their EU rights reduced because of COVID 19 Full reaction here,Negative,Consumers also face liquidity problems and should not see their EU rights reduced because of COVID 19.,"(a / and
      :op1 (f / face-01
            :ARG0 (p / person
                  :ARG0-of (c / consume-01))
            :ARG1 (p2 / problem
                  :topic (l / liquidity))
            :mod (a2 / also))
      :op2 (r / recommend-01
            :ARG1 (s / see-01
                  :polarity -
                  :ARG0 p
                  :ARG1 (r2 / reduce-01
                        :ARG0 (l2 / law
                              :name (n / name
                                    :op1 ""COVID""
                                    :op2 19)
                              :ARG0-of (r3 / react-01
                                    :degree (f2 / full)))
                        :ARG1 (r4 / right-05
                              :ARG1 p
                              :ARG2 (o / organization
                                    :name (n2 / name
                                          :op1 ""EU""))))))
      :ARG1-of (s2 / spot-on-00))"
England s supermarkets have all failed they have colluded with the shadowy Nudge Unit s panic buying PsyOp ensuring food shortages I haven t shopped at a supermarket for over a month now I may never shop at one again they have profiteered hand over fist out of Covid 19,Negative,"The supermarkets in England have all failed because they have colluded with the shadowy Nudge Unit's panic buying PsyOp, which has resulted in food shortages. I haven't shopped at a supermarket for over a month now, and I may never shop at one again because they have profite","(m / multi-sentence
      :snt1 (f / fail-01
            :ARG1 (s / supermarket
                  :poss (c / country
                        :name (n / name
                              :op1 ""England""))
                  :mod (a / all)))
      :snt2 (a2 / and
            :op1 (c2 / collude-01
                  :ARG0 s
                  :ARG1 (o / organization
                        :name (n2 / name
                              :op1 ""PsyOp"")
                        :mod (b / buy-01
                              :manner (p / panic-01))
                        :mod (s2 / shadowy)))
            :op2 (e / ensure-01
                  :ARG0 o
                  :ARG1 (s3 / short-06
                        :ARG2 (f2 / food))))
      :snt3 (a3 / and
            :op1 (s4 / shop-01
                  :polarity -
                  :ARG0 (ii / i)
                  :ARG1 (s5 / supermarket)
                  :duration (o2 / over
                        :op1 (t / temporal-quantity
                              :quant 1
                              :unit (m2 / month)))
                  :time (n3 / now))
            :op2 (p2 / possible-01
                  :polarity -
                  :ARG1 (s6 / shop-01
                        :ARG0 ii
                        :ARG1 s5
                        :mod (a4 / again)))
            :op3 (p3 / profit-01
                  :ARG0 (t2 / they)
                  :manner (h / hand-over-fist)
                  :location (c3 / city
                        :name (n4 / name
                              :op1 ""Covid 19"")))))"
@Argos_Online very naughty of you to inflate the prices on some of your laptops. Cashing in on #CoronaCrisis is a deffo no no ??,Negative,It is not appropriate to inflate prices on laptops during the #CoronaCrisis.,"(m / multi-sentence
      :snt1 (s / say-01
            :ARG0 (ii / i)
            :ARG1 (n / naughty
                  :degree (v / very)
                  :domain (ii2 / inflate-01
                        :ARG0 (y / you)
                        :ARG1 (p / price-01
                              :ARG1 (l / laptop
                                    :ARG1-of (ii3 / include-91
                                          :ARG2 (l2 / laptop
                                                :poss y)
                                          :ARG3 (s2 / some))))))
            :ARG2 (p2 / person
                  :name (n2 / name
                        :op1 ""Argos_Online"")))
      :snt2 (c / cash-in-03
            :ARG0 y
            :ARG1 (c2 / crisis
                  :name (n3 / name
                        :op1 ""CoronaCrisis""))
            :polarity (a / amr-unknown)
            :mod (d / deffo
                  :mode expressive)))"
Latino supermarket chains carnicerias liquor stores tienditas and gas station markets have long been the heart of many neighborhoods in Los Angeles and now they re crucial to feeding people during the pandemic breaks it down,Neutral,"Latino supermarket chains, carnicerias, liquor stores, tienditas, and gas station markets have long been the heart of many neighborhoods in Los Angeles and now they're crucial to feeding people during the pandemic.","(b / break-down-27
      :ARG1 (a / and
            :op1 (h / heart
                  :part-of (n / neighborhood
                        :quant (m / many)
                        :location (c / city
                              :name (n2 / name
                                    :op1 ""Los""
                                    :op2 ""Angeles"")))
                  :domain (a2 / and
                        :op1 (c2 / chain
                              :mod (s / supermarket
                                    :mod (e / ethnic-group
                                          :name (n3 / name
                                                :op1 ""Latino""))))
                        :op2 (c3 / chain
                              :mod (c4 / carniceria))
                        :op3 (c5 / chain
                              :mod (l / liquor))
                        :op4 (c6 / chain
                              :mod (t / tienditas))
                        :op5 (c7 / chain
                              :mod (s2 / station
                                    :mod (g / gas))))
                  :ARG1-of (l2 / long-03))
            :op2 (c8 / crucial
                  :domain a2
                  :time (n4 / now)
                  :purpose (f / feed-01
                        :ARG2 (p / person)
                        :time (p2 / pandemic)))))"
is affecting the world s economy MEMO by READ,Neutral,The world economy is being affected by the memo.,"(a / affect-01
      :ARG1 (p / publication
            :name (n / name
                  :op1 ""EMO"")
            :topic (e / economy
                  :poss (w / world)))
      :ARG1-of (r / read-01
            :mode imperative
            :ARG0 (y / you)))"
