OriginalTweet,Sentiment,processed tweet,AMR
 DONT NEED A WIG MADE BUT NEED THAT THANG SAVED  DONT THROW IT OUT I CAN BRING OLE GIRL BACK TO LIFE   GET AT ME WHILE PRICES ARE LOW AFTER COVID 19 ALL PRICES ACROSS THE BOARD WILL RAISE  ,Positive,"I don't need a wig made, but I need that thing saved. Don't throw it out, I can bring old girl back to life. Get at me while prices are low, after COVID-19 all prices across the board will raise.","(m / multi-sentence
      :snt1 (c / contrast-01
            :ARG1 (n / need-01
                  :polarity -
                  :ARG0 (ii / i)
                  :ARG1 (w / wig))
            :ARG2 (n2 / need-01
                  :ARG0 ii
                  :ARG1 (s / save-02
                        :ARG1 (t / thing
                              :mod (t2 / that)))))
      :snt2 (t3 / throw-out-06
            :mode imperative
            :polarity -
            :ARG0 (y / you)
            :ARG1 (ii2 / it)
            :ARG1-of (c2 / cause-01
                  :ARG0 (p / possible-01
                        :ARG1 (b / bring-01
                              :ARG0 (ii3 / i)
                              :ARG1 (g / girl
                                    :mod (o / old))
                              :ARG2 (l / life)
                              :direction (b2 / back)))))
      :snt3 (g2 / get-05
            :mode imperative
            :ARG0 y
            :ARG1 (ii4 / i)
            :time (l2 / low-04
                  :ARG1 (t4 / thing
                        :ARG2-of (p2 / price-01))))
      :snt4 (r / raise-01
            :ARG1 (t5 / thing
                  :ARG2-of (p3 / price-01)
                  :mod (a / all)
                  :mod (a2 / across
                        :op1 (b3 / board)))
            :time (a3 / after
                  :op1 (l3 / law
                        :name (n3 / name
                              :op1 ""COVID-19"")))))"
It s fitting karma that all those douchebags who looked down on delivery folks and janitors and grocery store cashiers are now realizing how vital those jobs are in a crisis,Negative,It is fitting karma that all those douchebags who looked down on delivery folks and janitors and grocery store cashiers are now realizing how vital those jobs are in a crisis.,"(f / fit-06
      :ARG1 (r / realize-01
            :ARG0 (d / douchebag
                  :mod (a / all)
                  :mod (t / that)
                  :ARG0-of (l / look-down-06
                        :ARG1 (a2 / and
                              :op1 (f2 / folk
                                    :ARG0-of (d2 / deliver-01))
                              :op2 (j / janitor)
                              :op3 (p / person
                                    :ARG0-of (h / have-org-role-91
                                          :ARG1 (s / store
                                                :mod (g / grocery))
                                          :ARG3 (c / cash-01))))))
            :ARG1 (d3 / degree
                  :degree-of (v / vital
                        :domain (j2 / job
                              :mod t)
                        :time (c2 / crisis)))
            :time (n / now))
      :ARG2 (k / karma))"
"Consumers should be aware of fraudsters who claim to be selling the cure to COVID-19, and scammers who are impersonating government agencies to gain personal information in order to steal their stimulus checks. https://t.co/h7pkXqWhXU",Negative,"Consumers should be aware of fraudsters who claim to be selling the cure to COVID-19, and scammers who are impersonating government agencies to gain personal information in order to steal their stimulus checks.","(r / recommend-01
      :ARG1 (r2 / realize-01
            :ARG0 (p / person
                  :ARG0-of (c / consume-01))
            :ARG1 (a / and
                  :op1 (p2 / person
                        :ARG0-of (d / defraud-01)
                        :ARG0-of (c2 / claim-01
                              :ARG1 (s / sell-01
                                    :ARG0 p2
                                    :ARG1 (c3 / cure-01
                                          :ARG2 (d2 / disease
                                                :name (n / name
                                                      :op1 ""COVID-19""))))))
                  :op2 (p3 / person
                        :ARG0-of (s2 / scam-01)
                        :ARG0-of (ii / impersonate-01
                              :ARG1 (a2 / agency
                                    :mod (g / government-organization
                                          :ARG0-of (g2 / govern-01)))
                              :purpose (g3 / gain-02
                                    :ARG0 p3
                                    :ARG1 (ii2 / information
                                          :ARG1-of (p4 / personal-02
                                                :ARG2 p))
                                    :purpose (s3 / steal-01
                                          :ARG0 p3
                                          :ARG1 (c4 / check
                                                :mod (s4 / stimulus)
                                                :poss p)
                                          :ARG2 p))))))
      :ARG2 p)"
Trending: Out-of-control teenagers coughing on grocery store produce ?? #Biohazards #Coronavirus  https://t.co/obcEeppbpj,Neutral,"Teens are coughing on grocery store produce, which is a biohazard and could spread the coronavirus.","(c / cough-01
      :ARG0 (p / person
            :mod (t / teenage))
      :source (p2 / produce
            :ARG1-of (s / store-01
                  :ARG2 (g / grocery)))
      :ARG0-of (e / endanger-01)
      :ARG0-of (s2 / spread-03
            :ARG1 (c2 / coronavirus)
            :ARG1-of (p3 / possible-01)))"
"DS Smith, the best #paperrecycling and #packagingcompany have seen the sheer rise in the packaging needs due to the rise of consumer demands during the #coronavirus crisis. #news #recyclingindustry #business
Read the full article here?
https://t.co/UFtmpxAOXa https://t.co/5jh9j72gY0",Neutral,"DS Smith, the best paper recycling and packaging company, has seen the sheer rise in packaging needs due to the rise of consumer demands during the coronavirus crisis.","(s / see-01
      :ARG0 (c / company
            :name (n / name
                  :op1 ""DS""
                  :op2 ""Smith"")
            :domain (c2 / company
                  :ARG1-of (h / have-degree-91
                        :ARG2 (g / good-03
                              :ARG1 c2)
                        :ARG3 (m / most))
                  :ARG0-of (r / recycle-01
                        :ARG1 (p / paper))
                  :ARG0-of (p2 / package-01)))
      :ARG1 (r2 / rise-01
            :ARG1 (n2 / need-01
                  :ARG1 (p3 / package-01))
            :mod (s2 / sheer)
            :ARG1-of (c3 / cause-01
                  :ARG0 (r3 / rise-01
                        :ARG1 (d / demand-01
                              :ARG0 (p4 / person
                                    :ARG0-of (c4 / consume-01)))
                        :time (c5 / crisis
                              :mod (c6 / coronavirus))))))"
"#CampaignSpot: The COVID-19 pandemic has directly impacted F&amp;B brands due to consumer paranoia, and rumours. We take a look at how F&amp;B brands are generating faith among consumers by sharing on social media. 

#Covid19

https://t.co/irp76Nqu8e",Positive,"The COVID-19 pandemic has caused consumer paranoia and rumours, which has directly impacted F&B brands. We take a look at how F&B brands are generating faith among consumers by sharing on social media.","(m / multi-sentence
      :snt1 (c / cause-01
            :ARG0 (p / pandemic
                  :name (n / name
                        :op1 ""COVID-19""))
            :ARG1 (a / and
                  :op1 (p2 / paranoia
                        :poss (p3 / person
                              :ARG0-of (c2 / consume-01)))
                  :op2 (r / rumor-01
                        :ARG0 p3))
            :ARG0-of (ii / impact-01
                  :ARG1 (b / brand
                        :name (n2 / name
                              :op1 ""F&B""))
                  :ARG1-of (d / direct-02)))
      :snt2 (l / look-01
            :ARG0 (w / we)
            :ARG1 (t / thing
                  :manner-of (g / generate-01
                        :ARG0 b
                        :ARG1 (f / faith)
                        :ARG2 (p4 / person
                              :ARG0-of (c3 / consume-01))
                        :manner (s / share-01
                              :ARG0 b
                              :medium (m2 / media
                                    :mod (s2 / social)))))))"
"Reading a ?@TorontoStar? article about grocery shopping&amp;prices during covid-19, and a line stands out: ÂLast week, PusateriÂs ... selling $30 container of disinfectant wipes went viralÂ &amp; IÂm shocked. That was just last week? Feels like last month! https://t.co/lWyDuug6LX",Positive,I was shocked to read in a Toronto Star article that last week Pusateri's was selling a $30 container of disinfectant wipes. It feels like that was last month!,"(m / multi-sentence
      :snt1 (s / shock-01
            :ARG0 (r / read-01
                  :ARG0 (ii / i)
                  :ARG1 (a / article
                        :source (n / newspaper
                              :name (n2 / name
                                    :op1 ""Toronto""
                                    :op2 ""Star"")))
                  :ARG3 (s2 / sell-01
                        :ARG0 (c / company
                              :name (n3 / name
                                    :op1 ""Pusateri's""))
                        :ARG1 (c2 / container
                              :consist-of (w / wipe
                                    :purpose (d / disinfectant))
                              :ARG1-of (c3 / cost-01
                                    :ARG2 (m2 / monetary-quantity
                                          :quant 30
                                          :unit (d2 / dollar))))
                        :time (w2 / week
                              :mod (l / last))))
            :ARG1 ii)
      :snt2 (f / feel-01
            :ARG0 (ii2 / it)
            :ARG1 (r2 / resemble-01
                  :ARG2 (m3 / month
                        :mod (l2 / last)))))"
#COVID2019  supermarket in Miami one hour after opening https://t.co/RTUK2r0ihS,Neutral,This is a picture of a supermarket in Miami one hour after it opened.,"(p / picture-01
      :ARG1 (s / supermarket
            :location (c / city
                  :name (n / name
                        :op1 ""Miami"")))
      :mod (t / this)
      :time (a / after
            :op1 (o / open-01
                  :ARG1 s)
            :quant (t2 / temporal-quantity
                  :quant 1
                  :unit (h / hour))))"
"Bet you would not have guessed the #2 most wanted item was a bread machine? pretty cool article on consumer buying trends from Visual Capitalist.
#ecommerce, #CRE will lead the pack once this nasty virus is destroyed, stay safe eveÂhttps://t.co/5HjP1VAaBW https://t.co/L4rIk0BsiU",Neutral,"The article is pretty cool, it talks about consumer buying trends from Visual Capitalist.","(c / cool-04
      :ARG1 (a / article
            :ARG0-of (t / talk-01
                  :ARG1 (t2 / trend
                        :mod (b / buy-01
                              :ARG0 (p / person
                                    :ARG0-of (c2 / consume-01)))
                        :source (c3 / company
                              :name (n / name
                                    :op1 ""Visual""
                                    :op2 ""Capitalist"")))))
      :degree (p2 / pretty))"
"Amen... When going to the grocery store, taking a walk or a drive become the highlights of the day! #StayHomeSaveLives https://t.co/nGyKEMrN38",Neutral,"When going to the grocery store, taking a walk or a drive become the highlights of the day! #StayHomeSaveLives","(m / multi-sentence
      :snt1 (b / become-01
            :ARG1 (o / or
                  :op1 (g / go-02
                        :ARG4 (s / store
                              :mod (g2 / grocery)))
                  :op2 (w / walk-01)
                  :op3 (d / drive-01))
            :ARG2 (h / highlight-01
                  :ARG1 (d2 / day))
            :time g)
      :snt2 (s2 / stay-01
            :ARG1 (p / person
                  :name (n / name
                        :op1 ""StayHomeSaveLives""))))"
"beat2394 We are working to keep our Clubs stocked and prices fair, Alicia. As one would expect, paper products, cleaning supplies and other items are in high demand as Members prepare for the possible impact of COVID-19.",Positive,"We are working to keep our Clubs stocked with paper products, cleaning supplies, and other items at fair prices, Alicia.","(s / say-01
      :ARG1 (w / work-01
            :ARG0 (w2 / we)
            :ARG1 (k / keep-01
                  :ARG0 w2
                  :ARG1 (s2 / stock-01
                        :ARG1 (c / club
                              :poss w2)
                        :ARG2 (a / and
                              :op1 (p / product
                                    :consist-of (p2 / paper))
                              :op2 (s3 / supply
                                    :purpose (c2 / clean-01))
                              :op3 (ii / item
                                    :mod (o / other))
                              :ARG1-of (p3 / price-01
                                    :ARG1-of (f / fair-01))))))
      :ARG2 (p4 / person
            :name (n / name
                  :op1 ""Alicia"")))"
@eliaskh85 I have never seen so many men in a supermarket at the same time in Australia ever! #coronavirus #COVID-19,Neutral,I have never seen so many men in a supermarket at the same time in Australia!,"(s / see-01
      :polarity -
      :ARG0 (ii / i)
      :ARG1 (m / man
            :ARG1-of (h / have-quant-91
                  :ARG2 (m2 / many)
                  :ARG3 (s2 / so)))
      :location (s3 / supermarket)
      :time (t / time
            :ARG1-of (s4 / same-01))
      :time (e / ever)
      :location (c / country
            :name (n / name
                  :op1 ""Australia"")))"
EPRA to revoke licenses of traders found to have hiked Liquefied Petroleum Gas LPG prices as Kenya battles with Covid 19 pandemic,Negative,The EPRA will revoke the licenses of traders who have hiked Liquefied Petroleum Gas LPG prices as Kenya battles the Covid 19 pandemic.,"(r / revoke-01
      :ARG0 (o / organization
            :name (n / name
                  :op1 ""EPRA""))
      :ARG1 (l / license-01
            :ARG2 (p / person
                  :ARG0-of (t / trade-01)
                  :ARG0-of (h / hike-02
                        :ARG1 (p2 / price-01
                              :ARG1 (p3 / product
                                    :name (n2 / name
                                          :op1 ""Liquefied""
                                          :op2 ""Petroleum""
                                          :op3 ""Gas""
                                          :op4 ""LPG"")))
                        :time (b / battle-01
                              :ARG0 (c / country
                                    :name (n3 / name
                                          :op1 ""Kenya""))
                              :ARG1 (p4 / pandemic
                                    :name (n4 / name
                                          :op1 ""Covid""
                                          :op2 19)))))))"
"As we all stock up on food in case of a ""shelter in place"" demand, please remember that if you are loading up on processed foods during this time, you are only negatively impacting your immune system.

#freshproduce #coronavirus #nationalnutritionmonth #purityintegrativehealth https://t.co/mHiW0JOTBu",Positive,"If you are loading up on processed foods during this time, you are only negatively impacting your immune system.","(ii / impact-01
      :ARG0 (l / load-up-02
            :ARG1 (y / you)
            :ARG2 (f / food
                  :ARG1-of (p / process-01))
            :time (t / time
                  :mod (t2 / this)))
      :ARG1 (s / system
            :ARG1-of (ii2 / immune-02)
            :poss y)
      :ARG2 (n / negative-02)
      :mod (o / only)
      :condition l)"
"Trump: I have great news!

US: #coronavirus vaccine?

Trump: No. Higher oil prices.",Positive,,(a / amr-empty)
"""When you're sitting on the john and the toilet paper's gone, be a man. Use your hand""  If you don't know, you are too young to read my posts. #coronavirus #toiletpaper #Covid_19 #toiletpaperchallenge #CoronaVirusUpdate",Positive,"When you're sitting on the toilet and the toilet paper's gone, be a man. Use your hand.","(m / multi-sentence
      :snt1 (m2 / man
            :mode imperative
            :domain (y / you)
            :time (a / and
                  :op1 (s / sit-01
                        :ARG1 y
                        :ARG2 (t / toilet))
                  :op2 (g / go-02
                        :ARG0 (p / paper
                              :purpose (t2 / toilet)))))
      :snt2 (u / use-01
            :mode imperative
            :ARG0 (y2 / you
                  :part (h / hand))
            :ARG1 h))"
Cuomo lied Cuomo s Prison Workers Say They re Not Actually Making Hand Sanitizer they are doing nothing more than taking existing hand sanitizer and rebottling it into packaging labeled NYS Clean,Negative,".Cuomo's prison workers say they're not actually making hand sanitizer, they're just taking existing hand sanitizer and rebottling it into packaging labeled NYS Clean.","(s / say-01
      :ARG0 (p / person
            :ARG0-of (w / work-01
                  :ARG2 (p2 / person
                        :name (n / name
                              :op1 ""Cuomo""))
                  :location (p3 / prison)))
      :ARG1 (c / contrast-01
            :ARG1 (m / make-01
                  :polarity -
                  :ARG0 p
                  :ARG1 (t / thing
                        :ARG0-of (s2 / sanitize-01
                              :ARG1 (h / hand)))
                  :ARG1-of (a / actual-02))
            :ARG2 (a2 / and
                  :op1 (t2 / take-01
                        :ARG0 p
                        :ARG1 (t3 / thing
                              :ARG0-of (s3 / sanitize-01
                                    :ARG1 (h2 / hand))
                              :ARG1-of (e / exist-01))
                        :mod (j / just))
                  :op2 (r / rebot-01
                        :ARG0 p
                        :ARG1 t3
                        :prep-into (t4 / thing
                              :ARG1-of (p4 / package-01)
                              :ARG1-of (l / label-01
                                    :ARG2 (p5 / product
                                          :name (n2 / name
                                                :op1 ""NYS""
                                                :op2 ""Clean""))))))))"
Supermarket cashiers get R102m pay bonus for Covid-19 work https://t.co/nCKiUgdb41 via @GoexpressGo,Positive,Supermarket cashiers in South Africa will receive a 102 million rand (about $6 million) bonus for their work during the Covid-19 pandemic.,"(r / receive-01
      :ARG0 (p / person
            :ARG0-of (h / have-org-role-91
                  :ARG1 (s / supermarket)
                  :ARG3 (c / cashier))
            :location (c2 / country
                  :name (n / name
                        :op1 ""South""
                        :op2 ""Africa"")))
      :ARG1 (b / bonus
            :mod (m / monetary-quantity
                  :quant 102000000
                  :unit (r2 / rand)))
      :ARG3 (w / work-01
            :ARG0 p
            :time (p2 / pandemic
                  :name (n2 / name
                        :op1 ""Covid-19""))))"
Apple has confirmed that all retail employees regardless of participation are being paid their full salaries and benefits,Positive,"Apple has confirmed that all retail employees are being paid their full salaries and benefits, regardless of participation.","(c / confirm-01
      :ARG0 (c2 / company
            :name (n / name
                  :op1 ""Apple""))
      :ARG1 (p / pay-01
            :ARG1 (a / and
                  :op1 (s / salary
                        :poss (p2 / person
                              :ARG1-of (e / employ-01
                                    :ARG0 c2
                                    :ARG2 (r / retail-01))
                              :mod (a2 / all)))
                  :op2 (b / benefit
                        :poss p2)
                  :mod (f / full))
            :ARG2 p2
            :ARG1-of (r2 / regardless-91
                  :ARG2 (p3 / participate-01
                        :ARG0 p2))))"
"#Covid_19 in India: Food prices surge 3 times as supply chain takes a hit.
#lockdown

https://t.co/qVbrWr9iG2",Neutral,Food prices in India have surged three times as the supply chain has taken a hit.,"(s / surge-01
      :frequency 3
      :ARG1 (m / monetary-quantity
            :ARG2-of (p / price-01
                  :ARG1 (f / food))
            :location (c / country
                  :name (n / name
                        :op1 ""India"")))
      :ARG1-of (c2 / cause-01
            :ARG0 (t / take-02
                  :ARG0 (c3 / chain
                        :mod (s2 / supply-01))
                  :ARG1 (h / hit-01
                        :ARG1 c3))))"
"Already, there are many #COVID19 consumer fraud schemes across the country. If you can, please retweet to share this with friends and your family ton inform them of some ongoing scams identified by law enforcement: https://t.co/IMFeN5IcIm",Negative,"There are already many #COVID19 consumer fraud schemes across the country. If you can, please retweet to share this with friends and your family to inform them of some ongoing scams identified by law enforcement: https://t.co/IMFeN5IcIm","(m / multi-sentence
      :snt1 (s / scheme-01
            :ARG1 (d / defraud-01
                  :ARG1 (p / person
                        :ARG0-of (c / consume-01)))
            :quant (m2 / many)
            :location (a / across
                  :op1 (c2 / country))
            :time (a2 / already)
            :mod (e / event
                  :name (n / name
                        :op1 ""COVID19"")))
      :snt2 (h / have-condition-91
            :ARG1 (r / retweet-01
                  :mode imperative
                  :polite +
                  :ARG0 (y / you)
                  :ARG1 (t / this)
                  :purpose (s2 / share-01
                        :ARG0 y
                        :ARG1 t
                        :ARG2 (a3 / and
                              :op1 (p2 / person
                                    :ARG0-of (h2 / have-rel-role-91
                                          :ARG1 y
                                          :ARG2 (f / friend)))
                              :op2 (p3 / person
                                    :ARG0-of (h3 / have-rel-role-91
                                          :ARG1 y
                                          :ARG2 (f2 / family))))
                        :purpose (ii / inform-01
                              :ARG0 y
                              :ARG1 a3
                              :ARG2 (s3 / scam-01
                                    :ARG1-of (g / go-on-15)
                                    :ARG1-of (ii2 / identify-01
                                          :ARG0 (p4 / person
                                                :ARG0-of (e2 / enforce-01
                                                      :ARG1 (l / law))))
                                    :quant (s4 / some)))))
            :ARG2 (p5 / possible-01))
      :snt3 (u / url-entity
            :value ""https://t.co/IMFeN5IcIm""))"
"Sales of non-perishable foods skyrocketed in the United States this March due to consumer's fear over #covid19. Researchers observe a drastic shift in #consumerbehaviour due to #coronavirus.

#wiseworks #mrx #marketresearch #insights https://t.co/f6X607nE0H",Negative,Sales of non-perishable foods increased significantly in the United States this March due to consumers' fear over #covid19.,"(ii / increase-01
      :ARG1 (s / sell-01
            :ARG1 (f / food
                  :ARG1-of (p / perish-01
                        :ARG1-of (p2 / possible-01
                              :polarity -))))
      :ARG2 (s2 / significant-02)
      :location (c / country
            :name (n / name
                  :op1 ""United""
                  :op2 ""States""))
      :time (d / date-entity
            :month 3
            :mod (t / this))
      :ARG1-of (c2 / cause-01
            :ARG0 (f2 / fear-01
                  :ARG0 (p3 / person
                        :ARG0-of (c3 / consume-01))
                  :ARG1 (e / event
                        :name (n2 / name
                              :op1 ""covid19"")))))"
"US senators are under scrutiny over claims they used insider knowledge about the impending coronavirus crisis to sell shares before prices plummeted 
https://t.co/rN8pXt7osS #USA #Covid_19 #politics #StockMarket #USSenate",Negative,US senators are under scrutiny for allegedly using insider knowledge about the impending coronavirus crisis to sell shares before prices plummeted.,"(s / scrutinize-01
      :ARG0 (g / government-organization
            :name (n / name
                  :op1 ""US""
                  :op2 ""Senate""))
      :ARG1 (u / use-01
            :ARG0 g
            :ARG1 (k / know-01
                  :ARG0 g
                  :ARG1 (c / crisis
                        :mod (c2 / coronavirus)
                        :ARG1-of (ii / impend-01))
                  :mod (ii2 / insider))
            :ARG2 (s2 / sell-01
                  :ARG0 g
                  :ARG1 (s3 / share)
                  :time (b / before
                        :op1 (p / plummet-01
                              :ARG1 (t / thing
                                    :ARG2-of (p2 / price-01)))))
            :ARG1-of (a / allege-01)))"
"it's 5.16pm so buckle up it is now time for hordes of bourgeois arseholes mildly inconvenienced by #coronavirus to complain about being stuck inside all day with their mid-century furniture, dogs/children, high speed internet, multiple streaming services, online shopping, uber ea",Negative,"It is 5:16 pm, so it is time for hordes of bourgeois arseholes mildly inconvenienced by #coronavirus to complain about being stuck inside all day with their mid-century furniture, dogs/children, high speed internet, multiple streaming services, online shopping, and","(b / be-temporally-at-91
      :ARG1 (ii / it)
      :ARG2 (d / date-entity
            :time ""17:16""
            :ARG0-of (c / cause-01
                  :ARG1 (c2 / complain-01
                        :ARG0 (a / arsehole
                              :quant (h / horde)
                              :mod (b2 / bourgeois)
                              :ARG1-of (ii2 / inconvenience-01
                                    :ARG0 (v / virus
                                          :mod (c3 / coronavirus))
                                    :degree (m / mild)))
                        :ARG1 (s / stick-01
                              :ARG1 a
                              :ARG2 (ii3 / inside)
                              :accompanier (a2 / and
                                    :op1 (f / furniture
                                          :mod (m2 / midcentury)
                                          :poss a)
                                    :op2 (s2 / slash
                                          :op1 (d2 / dog)
                                          :op2 (c4 / child))
                                    :op3 (ii4 / internet
                                          :mod (s3 / speed
                                                :ARG1-of (h2 / high-02)))
                                    :op4 (s4 / service
                                          :mod (s5 / stream-03)
                                          :quant (m3 / multiple))
                                    :op5 (s6 / shop-01
                                          :ARG0 a
                                          :medium (o / online)))
                              :duration (d3 / day
                                    :mod (a3 / all)))))))"
Panic buying fueled by the COVID 19 pandemic is not hampering operations of the East Texas Food Bank because it buys food from cooperatives and manufacturers CEO Dennis Cullinane said,Negative,"""Panic buying fueled by the COVID 19 pandemic is not hampering operations of the East Texas Food Bank because it buys food from cooperatives and manufacturers,"" CEO Dennis Cullinane said.","(s / say-01
      :ARG0 (p / person
            :name (n / name
                  :op1 ""Dennis""
                  :op2 ""Cullinane"")
            :ARG0-of (h / have-org-role-91
                  :ARG2 (o / officer
                        :mod (c / chief)
                        :mod (e / executive))))
      :ARG1 (h2 / hamper-01
            :polarity -
            :ARG0 (b / buy-01
                  :ARG1-of (f / fuel-01
                        :ARG0 (b2 / buy-01
                              :ARG1-of (c2 / cause-01
                                    :ARG0 (p2 / pandemic
                                          :name (n2 / name
                                                :op1 ""COVID""
                                                :op2 19)))))
                  :ARG1-of (c3 / cause-01
                        :ARG0 (b3 / buy-01
                              :ARG0 (o2 / organization
                                    :ARG1 (f2 / food)
                                    :ARG2 (a / and
                                          :op1 (c4 / cooperative)
                                          :op2 (c5 / company
                                                :ARG0-of (m / manufacture-01))))))
                  :ARG1 (o3 / operate-01
                        :ARG1 o2
                        :name (n3 / name
                              :op1 ""East""
                              :op2 ""Texas""
                              :op3 ""Food""
                              :op4 ""Bank"")))))"
ITC cutting tools are being used by Birmingham based CNC Routing Ltd to produce Covid 19 sneeze screens for Supermarket checkouts tooling,Negative,"CNC Routing Ltd, based in Birmingham, is using ITC cutting tools to produce Covid 19 sneeze screens for Supermarket checkouts.","(u / use-01
      :ARG0 (c / company
            :name (n / name
                  :op1 ""CNC""
                  :op2 ""Routing""
                  :op3 ""Ltd"")
            :ARG1-of (b / base-01
                  :location (c2 / city
                        :name (n2 / name
                              :op1 ""Birmingham""))))
      :ARG1 (t / tool
            :instrument-of (c3 / cut-01)
            :source (c4 / company
                  :name (n3 / name
                        :op1 ""ITC"")))
      :ARG2 (p / produce-01
            :ARG0 c
            :ARG1 (s / screen
                  :mod 19
                  :purpose (s2 / sneeze-01)
                  :purpose (c5 / check-out-06
                        :ARG2 (s3 / supermarket))
                  :mod (c6 / company
                        :name (n4 / name
                              :op1 ""Covid""
                              :op2 19)))))"
"Ilorin residents flood markets, streets to stock food, others - COVID-19 Lockdown - https://t.co/M9fZs05lQe #Notice #Nigeria #Naija #News #bbnaija",Neutral,2020Ilorin residents are flooding markets and streets to stock up on food and other supplies during the COVID-19 lockdown.,"(f / flood-01
      :ARG1 (a / and
            :op1 (m / market)
            :op2 (s / street))
      :ARG2 (p / person
            :ARG0-of (r / reside-01
                  :ARG1 (c / city
                        :name (n / name
                              :op1 ""Ilorin""))))
      :purpose (s2 / stock-up-02
            :ARG0 p
            :ARG1 (a2 / and
                  :op1 (f2 / food)
                  :op2 (t / thing
                        :ARG1-of (s3 / supply-01)
                        :mod (o / other))))
      :time (l / lock-down-06
            :name (n2 / name
                  :op1 ""COVID-19""))
      :time (d / date-entity
            :year 2020))"
Have your summer festival plans been cancelled     Read our advice in on how to claim refunds for cancelled concerts sports events or festivals,Positive,"If your summer festival plans have been cancelled, read our advice on how to claim refunds for cancelled concerts, sports events, or festivals.","(r / read-01
      :mode imperative
      :ARG0 (y / you)
      :ARG1 (a / advise-01
            :ARG0 (w / we)
            :ARG1 y
            :ARG2 (t / thing
                  :manner-of (c / claim-01
                        :ARG0 y
                        :ARG1 (r2 / refund-01
                              :ARG1 (o / or
                                    :op1 (c2 / concert
                                          :ARG1-of (c3 / cancel-01))
                                    :op2 (e / event
                                          :mod (s / sport))
                                    :op3 (f / festival)
                                    :ARG1-of (c4 / cancel-01))
                              :ARG2 y))))
      :condition (c5 / cancel-01
            :ARG1 (p / plan-01
                  :ARG0 y
                  :ARG1 (f2 / festival
                        :time (d / date-entity
                              :season (s2 / summer))))))"
"Survey: Asian consumer sentiment during the #COVID-19; in-home #entertainment show most growth after groceries
 https://t.co/ImAUQoTYIA via @McKinsey",Positive,_MGIA survey found that Asian consumer sentiment during the #COVID-19 pandemic showed the most growth in in-home #entertainment after groceries.,"(f / find-01
      :ARG0 (s / survey-01
            :ARG0 (o / organization
                  :name (n / name
                        :op1 ""MGIA"")))
      :ARG1 (s2 / show-01
            :ARG0 (s3 / sentiment
                  :mod (p / person
                        :ARG0-of (c / consume-01)
                        :mod (c2 / continent
                              :name (n2 / name
                                    :op1 ""Asia"")))
                  :time (p2 / pandemic
                        :name (n3 / name
                              :op1 ""COVID-19"")))
            :ARG1 (g / grow-01
                  :ARG1 (e / entertain-01
                        :location (h / home))
                  :time (a / after
                        :op1 (g2 / grocery))
                  :ARG1-of (h2 / have-quant-91
                        :ARG3 (m / most)))))"
"Self Note:

The secondary effects of COVID-19 will include deflation, deflated profits and depression, despite the money printing operations by central banks.

Foreign 2nd investment properties in European holiday hotspots look vulnerable to a slow train crash in property prices. https://t.co/5yDukXqfK4",Negative,"The secondary effects of COVID-19 will include deflation, deflated profits and depression, despite the money printing operations by central banks.","(ii / include-01
      :ARG1 (a / and
            :op1 (d / deflate-01)
            :op2 (p / profit-01
                  :ARG1-of (d2 / deflate-01))
            :op3 (d3 / depress-01))
      :ARG2 (a2 / affect-01
            :ARG0 (l / law
                  :name (n / name
                        :op1 ""COVID-19""))
            :mod (s / secondary))
      :concession (o / operate-01
            :ARG0 (b / bank
                  :mod (c / central))
            :ARG1 (p2 / print-01
                  :ARG0 b
                  :ARG1 (m / money))))"
Delivery drivers grocery store workers are really the ones enabling us to conveniently stay in Please offer them sanitisers Do offer water while taking precautions and washing your hands before and after because staying hydrated is so important in fighting,Positive, off any type of virusDelivery drivers and grocery store workers are really the ones enabling us to conveniently stay in. Please offer them sanitisers and water while taking precautions and washing your hands before and after because staying hydrated is so important in fighting off any type of virus.,"(m / multi-sentence
      :snt1 (e / enable-01
            :ARG0 (a / and
                  :op1 (p / person
                        :ARG0-of (d / drive-01
                              :ARG1 (d2 / deliver-01)))
                  :op2 (p2 / person
                        :ARG0-of (w / work-01
                              :ARG2 (s / store
                                    :mod (g / grocery)))))
            :ARG1 (s2 / stay-01
                  :ARG1 (w2 / we)
                  :ARG3 (ii / inside)
                  :manner (c / convenient))
            :ARG1-of (r / real-04))
      :snt2 (o / offer-01
            :polite +
            :mode imperative
            :ARG0 (y / you
                  :part (h / hand))
            :ARG1 (a2 / and
                  :op1 (s3 / sanitiser)
                  :op2 (w3 / water))
            :ARG3 (t / they)
            :time (a3 / and
                  :op1 (p3 / precaution-02
                        :ARG0 y)
                  :op2 (w4 / wash-01
                        :ARG0 y
                        :ARG1 h
                        :time (a4 / and
                              :op1 (b / before)
                              :op2 (a5 / after)))
                  :ARG1-of (c2 / cause-01
                        :ARG0 (ii2 / important-01
                              :ARG1 (s4 / stay-01
                                    :ARG1 y
                                    :ARG3 (h2 / hydrate-01
                                          :ARG1 y))
                              :degree (s5 / so)
                              :purpose (f / fight-off-02
                                    :ARG0 y
                                    :ARG1 (v / virus
                                          :mod (t2 / type
                                                :mod (a6 / any)))))))))"
